id,sku,name,status,pdf_code,range,resolution,accuracy,notes
1684,7122-0005,ضخامت سنج الکی — 0-50mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1685,7122-0010,ضخامت سنج الکی — 0-100mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1686,7122-0015,ضخامت سنج الکی — 0-150mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1687,7123-0005,پایه سوزن خط کش مگنت — 0-50mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1688,7212-1015,کمی دیجیتال با درایو 1/2 1 — 0-1015mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1689,7212-4020,شابلون ضخامت سنج رنگ و پوشش,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1690,7312-0010,پایه ساعت مفصیل با بازوی سه بعدی — 0-100mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1691,7312-0015,پایه ساعت مفصیل با بازوی سه بعدی — 0-150mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1692,7412-0005,پایه ساعت هیدرولیک با بازوی سه — 0-50mm,unmatched,,,,,sku_not_in_pdf
1693,7611-0020,ترازوی جیت دیجیتال — 0-200mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1694,7851-0005,کمی دیجیتال با درایو 1/2 1 — 0-50mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1695,7851-0008,کمی دیجیتال با درایو 1/2 1 — 0-80mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1696,7851-0011,کمی دیجیتال با درایو 1/2 1 — 0-110mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1697,7851-0013,کمی دیجیتال با درایو 1/2 1 — 0-130mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1698,7912-0004,پایه ساعت گر ی — 0-40mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1699,8101-0005,سختی‌سنج شور داسکوا 0-50mm کد 8101-0005,matched,8101-0005,5-36,,,
1700,8101-0010,سختی‌سنج شور داسکوا 0-100mm کد 8101-0010,matched,8101-0010,6-45,,,
1701,8203-0010,سختی‌سنج شور داسکوا 0-100mm کد 8203-0010,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1702,8300-0015,مگنت با رنیوی مغناطیش ی — 0-150mm,unmatched,,,,,sku_not_in_pdf
1703,8300-0020,ی با رنیوی مغناطیش — 0-200mm,unmatched,,,,,sku_not_in_pdf
1704,8300-0025,صنعت دیجیتال تراز — 0-25mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1705,8300-0095,ست 4عددي زاويه كوليس ديجيتال -پالستيیکي ،عمق سنج ديجيتال،تراز ديجيتال — 0-95mm,unmatched,,,,,sku_not_in_pdf
1706,8300-1000,صنعت دیجیتال بسیار دقیق تراز — 0-1000mm,unmatched,,,,,sku_not_in_pdf
1707,8301-0003,صنعت چهارگوش تراز 6 — 0-30mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1708,8301-0005,صنعت تخت تراز 3 — 0-50mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1709,8301-0006,تراز صنعت 7 — 0-60mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1710,8301-0009,صنعت چهارگوش تراز 8 — 0-90mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1711,8301-0010,صنعت تخت تراز 4 — 0-100mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1712,8301-0013,تراز صنعت 9 — 0-130mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1713,8301-0015,صنعت تخت تراز 5 — 0-150mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1714,8301-1005,صنعت تخت تراز — 0-1005mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1715,8301-1009,ی تراز صنعت 4 — 0-1009mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1716,8301-1010,صنعت تخت تراز 1 — 0-1010mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1717,8301-1013,صنعت چهارگوش تراز 5 — 0-1013mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1718,8301-1020,صنعت تخت تراز 2 — 0-1020mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1719,8301-2645,تراز تخت دیجیتال مگنت دار با — 0,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1720,8301-2655,تراز تخت دیجیتال مگنت دار با — 0,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1721,8400-0000,تراز دیجیتال مگنت دار ابسلوت ضد,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1722,8400-0005,تراز دیجیتال مگنت دار ابسلوت ضد — 0-50mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1723,8500-1063,ضخامت سنج الکی — 0-1063mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1724,8500-1075,ضخامت سنج الکی — 0-1075mm,unmatched,,,,,sku_not_in_pdf
1725,8500-3020,صفحه گرانیتی داسکوا 300×200mm کد 8500-3020,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1726,8500-3030,صفحه گرانیتی داسکوا 300×300mm کد 8500-3030,unmatched,,,,,sku_not_in_pdf
1727,8500-4025,صفحه گرانیتی داسکوا 400×250mm کد 8500-4025,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1728,8500-4040,صفحه گرانیتی داسکوا 400×400mm کد 8500-4040,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1729,8500-4545,صفحه گرانیتی داسکوا 450×450mm کد 8500-4545,unmatched,,,,,sku_not_in_pdf
1730,8500-5032,صفحه گرانیتی داسکوا 500×320mm کد 8500-5032,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1731,8500-6340,صفحه گرانیتی داسکوا 630×400mm کد 8500-6340,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1732,8500-6363,صفحه گرانیتی داسکوا 630×630mm کد 8500-6363,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1733,8500-8050,صفحه گرانیتی داسکوا 800×500mm کد 8500-8050,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1734,8511-0005,شابلون شعاع سنج — 0-50mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1735,8511-0010,زاویه نوک 118درجه ،تا Φ50مییل ی شابلون مته 118درجه تا سایز 50 — 0-100mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1736,8511-0020,ساعت تلسکونی گیج داخل 1 — 0-200mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1737,8511-0030,ساعت تلسکونی گیج داخل 1 — 0-30mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1738,8511-2005,گیج تست رزوه,unmatched,,,,,sku_not_in_pdf
1739,8511-2010,گیج تست رزوه,unmatched,,,,,sku_not_in_pdf
1740,8521-0005,شابلون گپ سنج — 0-50mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1741,8521-0010,شابلون گپ سنج — 0-100mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1742,8521-0015,شابلون گپ سنج — 0-45mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1743,8521-0020,شابلون گپ سنج — 0-200mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1744,8530-1005,ساعت تلسکونی گیج داخل 1 — 0-1,matched,8530-1005,0-10/0-20,"0.01/0.0005""/1/128""",±0.03,
1745,8531-0005,ساعت تلسکونی گیج داخل 1 — 0-50mm,matched,8531-0005,0-10/0-20,"0.01/0.0005""/1/128""",±0.03,
1746,8561-2005,سختی‌سنج شور داسکوا کد 8561-2005,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1747,8561-2010,سختی‌سنج شور داسکوا کد 8561-2010,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1748,8561-2015,سختی‌سنج شور داسکوا کد 8561-2015,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1749,8561-2020,سختی‌سنج شور داسکوا کد 8561-2020,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1750,8561-2025,سختی‌سنج شور داسکوا کد 8561-2025,matched,8561-2025,6-50mm,0.01,,
1751,8561-2030,سختی‌سنج شور داسکوا کد 8561-2030,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1752,8561-2035,سختی‌سنج شور داسکوا کد 8561-2035,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1753,8802-5105,سختی‌سنج شور داسکوا کد 8802-5105,unmatched,,,,,sku_not_in_pdf
1754,8802-5110,سختی‌سنج شور داسکوا کد 8802-5110,matched,8802-5110,0-73,,,
1755,8802-5115,سختی‌سنج شور داسکوا کد 8802-5115,matched,8802-5115,0-76,,,
1756,8802-5120,سختی‌سنج شور داسکوا کد 8802-5120,matched,8802-5120,0-160,,,
1757,8802-5125,سختی‌سنج شور داسکوا کد 8802-5125,matched,8802-5125,0-165,,,
1758,9110-0005,خط کش زاویه سنج دیجیتال دو خط — 0-50mm,unmatched,,,,,sku_not_in_pdf
1759,9110-0010,خط کش زاویه سنج دیجیتال دو خط — 0-100mm,unmatched,,,,,sku_not_in_pdf
1760,9110-0015,خط کش زاویه سنج دیجیتال دو خط — 0-150mm,unmatched,,,,,sku_not_in_pdf
1761,9110-0020,خط کش زاویه سنج دیجیتال دو خط — 0-200mm,unmatched,,,,,sku_not_in_pdf
1762,9110-0025,خط کش زاویه سنج دیجیتال دو خط — 0-25mm,unmatched,,,,,sku_not_in_pdf
1763,9110-0030,خط کش زاویه سنج دیجیتال دو خط — 0-30mm,unmatched,,,,,sku_not_in_pdf
1764,9110-0035,خط کش زاویه سنج دیجیتال دو خط — 0-35mm,unmatched,,,,,sku_not_in_pdf
1765,9111-1110,خط کش زاویه سنج دیجیتال دو خط — 0-1110mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1766,9211-3005,گیج ضخامت صفحه‌ای داسکوا کد 9211-3005,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1767,9211-3010,گیج ضخامت صفحه‌ای داسکوا کد 9211-3010,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1768,9211-3015,گیج ضخامت صفحه‌ای داسکوا کد 9211-3015,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1769,9222-3110,خط کش زاویه سنج دیجیتال دو خط,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1770,9411-1205,گیج راپورتر زاویه 10پارچه — 0-1205mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
