product_id,site_sku,current_name,proposed_name,current_short_description_hash,proposed_short_description,current_description_hash,proposed_description,current_specifications_hash,proposed_specifications,current_meta_title,proposed_meta_title,current_meta_description_hash,proposed_meta_description,official_model,official_product_name,official_source_id,official_source_page,official_fact_count,mapping_class,title_class,completeness,priority_class,expected_updated_at
3578,1240-1501,کولیس معمولی اینسایز (Insize) 15 سانتی متر عمق سنج استن استیل مدل 1501-1240,کولیس معمولی 15 سانتی متر عمق سنج استن استیل اینسایز مدل 1240-1501,94ba8ae5a22d5a4e5107fd4aa43380ee66cc1fa684a1f59e9b3cb520cd9e9c2c,Vernier Depth Gauges (Standard Type) اینسایز مدل 1240-1501؛ با محدوده اندازه‌گیری 0-150mm؛ دقت ±0.03mm.,2c71405145bd778f13c722bfcef92d80874ed6023edb13d4aa4eec8477efd762,"Vernier Depth Gauges (Standard Type) اینسایز با کد 1240-1501 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Vernier Depth Gauges (Standard Type) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-150mm.
درجه‌بندی: 0.02mm.
دقت: 0.02 mm.
ویژگی مستند در کاتالوگ: Code         Range        Accuracy         L         d      c.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",99092fcacd6ee3a9c1d270a52945256ed402ec206047f249263cac6d403e222e,"{""authority"": ""official_insize"", ""features"": [""Code         Range        Accuracy         L         d      c""], ""technical_specs"": {""accuracy"": ""0.02 mm"", ""graduation"": ""0.02mm"", ""measuring_range"": ""0-150mm""}}",کولیس معمولی اینسایز (Insize) 15 سانتی متر عمق سنج استن استیل مدل 1501-1240,Vernier Depth Gauges (Standard Type) اینسایز 1240-1501,94ba8ae5a22d5a4e5107fd4aa43380ee66cc1fa684a1f59e9b3cb520cd9e9c2c,Vernier Depth Gauges (Standard Type) اینسایز مدل 1240-1501 — رنج 0-150mm — دقت 0.02 mm,1240-1501,Vernier Depth Gauges (Standard Type),insize.catalog.108A,90,5,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3580,1240-2001,کولیس معمولی اینسایز (Insize) 20 سانتی متر عمق سنج استن استیل مدل 2001-1240,کولیس معمولی 20 سانتی متر عمق سنج استن استیل اینسایز مدل 1240-2001,6a4c659bc0a9c11f39632034f4ca9b0bb4ce494016c65a16dd7cf2e8ddb1599b,Vernier Depth Gauges (Standard Type) اینسایز مدل 1240-2001؛ با محدوده اندازه‌گیری 0-200mm؛ دقت ±0.03mm.,f4f4e3e06f396a28bb8c4becd25205f9110061fc5852d75795d1e9486f42d18c,"Vernier Depth Gauges (Standard Type) اینسایز با کد 1240-2001 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Vernier Depth Gauges (Standard Type) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-200mm.
درجه‌بندی: 0.05mm.
دقت: 0.02 mm.
ویژگی مستند در کاتالوگ: Made of stainless steel.
ویژگی مستند در کاتالوگ: Code         Range        Accuracy       L          d       c.
ویژگی مستند در کاتالوگ: Code         Range        Accuracy         L         d      c.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",9aca0c187e81d178bab1192c8eb72b9b9880bdfffd6d762856092378ddea54c2,"{""authority"": ""official_insize"", ""features"": [""Made of stainless steel"", ""Code         Range        Accuracy       L          d       c"", ""Code         Range        Accuracy         L         d      c""], ""technical_specs"": {""accuracy"": ""0.02 mm"", ""graduation"": ""0.05mm"", ""measuring_range"": ""0-200mm""}}",کولیس معمولی اینسایز (Insize) 20 سانتی متر عمق سنج استن استیل مدل 2001-1240,Vernier Depth Gauges (Standard Type) اینسایز 1240-2001,6a4c659bc0a9c11f39632034f4ca9b0bb4ce494016c65a16dd7cf2e8ddb1599b,Vernier Depth Gauges (Standard Type) اینسایز مدل 1240-2001 — رنج 0-200mm — دقت 0.02 mm,1240-2001,Vernier Depth Gauges (Standard Type),insize.catalog.108A,90,7,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3581,1240-3001,کولیس عمق سنج 30 سانتی متر اینسایز (Insize) مدل 3001-1240,کولیس عمق سنج 30 سانتی متر اینسایز مدل 1240-3001,4e6094d554c9c3edc8935310bbeeb91a02467b5b8a6aa38d5d953a06ede925db,Vernier Depth Gauges (Standard Type) اینسایز مدل 1240-3001؛ با محدوده اندازه‌گیری 0-300mm؛ دقت ±0.04mm.,8b8650108612177c9f853a7aa75cbe52e133b3e728bcd72fd123beed13c04651,"Vernier Depth Gauges (Standard Type) اینسایز با کد 1240-3001 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Vernier Depth Gauges (Standard Type) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-300mm.
درجه‌بندی: 0.02mm.
دقت: 0.02 mm.
ویژگی مستند در کاتالوگ: Code         Range        Accuracy         L         d      c.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",9ab0e6ef637011abaa9e4e62feb6f58f0089782f46ea247f89dcc51a087726ad,"{""authority"": ""official_insize"", ""features"": [""Code         Range        Accuracy         L         d      c""], ""technical_specs"": {""accuracy"": ""0.02 mm"", ""graduation"": ""0.02mm"", ""measuring_range"": ""0-300mm""}}",کولیس عمق سنج 30 سانتی متر اینسایز (Insize) مدل 3001-1240,Vernier Depth Gauges (Standard Type) اینسایز 1240-3001,4e6094d554c9c3edc8935310bbeeb91a02467b5b8a6aa38d5d953a06ede925db,Vernier Depth Gauges (Standard Type) اینسایز مدل 1240-3001 — رنج 0-300mm — دقت 0.02 mm,1240-3001,Vernier Depth Gauges (Standard Type),insize.catalog.108A,90,5,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3607,7114-3460,سیرکومتر 1100-700 میلی متر اینسایز (Insize) مدل 3460-7114,سیرکومتر 1100-700 میلی متر اینسایز مدل 7114-3460,b141bb34308cf72b0d1ac741d8680d0d8313917590c7091370a5a36caee91f8c,Can Be Custom-Made اینسایز مدل 7114-3460؛ با محدوده اندازه‌گیری 2190-3460mm؛ دقت ±3mm.,f53131b7feee2f8e90c66d63edd35b4ef1664cec59771906908bdf9fb126c310,"Can Be Custom-Made اینسایز با کد 7114-3460 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Can Be Custom-Made در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 25.
دقت: ±3mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",b7fdfc6fdc95ece315c25d8aff77ebbf3e773561160b688df9411f0c9fa7186a,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""±3mm"", ""measuring_range"": ""25""}}",سیرکومتر 1100-700 میلی متر اینسایز (Insize) مدل 3460-7114,Can Be Custom-Made اینسایز 7114-3460,b141bb34308cf72b0d1ac741d8680d0d8313917590c7091370a5a36caee91f8c,Can Be Custom-Made اینسایز مدل 7114-3460 — رنج 25 — دقت ±3mm,7114-3460,Can Be Custom-Made,insize.catalog.108A,257,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3609,7140-3,متر 3 متری اینسایز (Insize) مدل 3-7140,متر 3متری اینسایز مدل 7140-3,bbb28154f454d63982faf7a62036ad5294c98a0dbea3abcc0b24f0d8972c49c8,متر 3متری اینسایز مدل 7140-3؛ با محدوده اندازه‌گیری 0-3m.,debacfdf2dd096c2221faced9dcc3c09b4c41a4dd6b518123d79819efb6a1ec8,"متر 3متری اینسایز با کد 7140-3 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Eg Measuring Tapes در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-3m.
دقت: ±(0.3+0.2L)mm (L is the measured length.
انطباق اعلام‌شده: MI-008 of.
ویژگی مستند در کاتالوگ: Accuracy: ±(0.3+0.2L)mm (L is the measured length.
ویژگی مستند در کاتالوگ: Non-glare nylon surface for wear resistance.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",d278a345cba4625bd0ae6f089144d160b38547c55161b8610ecd35247b92af2b,"{""authority"": ""official_insize"", ""features"": [""Accuracy: ±(0.3+0.2L)mm (L is the measured length"", ""Non-glare nylon surface for wear resistance""], ""technical_specs"": {""accuracy"": ""±(0.3+0.2L)mm (L is the measured length"", ""measuring_range"": ""0-3m"", ""standard"": ""MI-008 of""}}",متر 3 متری اینسایز (Insize) مدل 3-7140,متر 3متری اینسایز 7140-3,bbb28154f454d63982faf7a62036ad5294c98a0dbea3abcc0b24f0d8972c49c8,متر 3متری اینسایز مدل 7140-3 — رنج 0-3m — دقت ±(0.3+0.2L)mm (L is the measured length,7140-3,متر 3متری,insize.catalog.108A,523,5,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3610,7140-5,متر 5 متری اینسایز (Insize) مدل 5-7140,متر 5متری اینسایز مدل 7140-5,2d5e869a0ddaba91c49431e9a71e01a74dabaa9011a4ff4c5dc2340c9190d6d8,متر 5متری اینسایز مدل 7140-5؛ با محدوده اندازه‌گیری 0-5m.,1153219e34e92dfd43cfa70781d60df31a5f21357e5e4ac4d800e2ecbec50665,"متر 5متری اینسایز با کد 7140-5 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Eg Measuring Tapes در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-5m.
دقت: ±(0.3+0.2L)mm (L is the measured length.
انطباق اعلام‌شده: MI-008 of.
ویژگی مستند در کاتالوگ: Non-glare nylon surface for wear resistance                   7140-5.
ویژگی مستند در کاتالوگ: Accuracy: ±(0.3+0.2L)mm (L is the measured length.
ویژگی مستند در کاتالوگ: Non-glare nylon surface for wear resistance.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",f4ee4cfaf9f5fd2864d469acdbc4f61e48056f6eee9f8396e9faed179594cb74,"{""authority"": ""official_insize"", ""features"": [""Non-glare nylon surface for wear resistance                   7140-5"", ""Accuracy: ±(0.3+0.2L)mm (L is the measured length"", ""Non-glare nylon surface for wear resistance""], ""technical_specs"": {""accuracy"": ""±(0.3+0.2L)mm (L is the measured length"", ""measuring_range"": ""0-5m"", ""standard"": ""MI-008 of""}}",متر 5 متری اینسایز (Insize) مدل 5-7140,متر 5متری اینسایز 7140-5,2d5e869a0ddaba91c49431e9a71e01a74dabaa9011a4ff4c5dc2340c9190d6d8,متر 5متری اینسایز مدل 7140-5 — رنج 0-5m — دقت ±(0.3+0.2L)mm (L is the measured length,7140-5,متر 5متری,insize.catalog.108A,523,6,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3611,2112-10,ساعت اندیکاتور دیجیتال اینسایز (insize) مدل 10-2112,ساعت اندیکاتور دیجیتال اینسایز مدل 2112-10,204872756ae8927318d4ce0259b3384dd2ab7f287e9dbb8275f39046d6dd9ea5,ساعت اندیکاتور دیجیتال اینسایز مدل 2112-10؛ با محدوده اندازه‌گیری 2112-251؛ دقت 0.01 mm.,3190f41710517822e0a143b6d19e573b4f7cc394ffffa7b462f696f0760b66d7,"ساعت اندیکاتور دیجیتال اینسایز با کد 2112-10 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Data Digital Indicators (Standard Type) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 2112-251.
دقت: 0.01 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",4059666928ced7ee8669879c987e43f0a6b24e8bc35183c1ac28875f46c0efcc,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.01 mm"", ""measuring_range"": ""2112-251""}}",ساعت اندیکاتور دیجیتال اینسایز (insize) مدل 10-2112,ساعت اندیکاتور دیجیتال اینسایز 2112-10,204872756ae8927318d4ce0259b3384dd2ab7f287e9dbb8275f39046d6dd9ea5,ساعت اندیکاتور دیجیتال اینسایز مدل 2112-10 — رنج 2112-251 — دقت 0.01 mm,2112-10,ساعت اندیکاتور دیجیتال,insize.catalog.108A,281,2,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3622,2301-10,ساعت اندیکاتور اینسایز (Insize) مدل 10-2301,ساعت اندیکاتور (جعبه مقوایی) اینسایز مدل 2301-10,59e50b20ef5b19e34a4ef0e32fddf8429257d8837699ed92a620c2c0ee2524a9,ساعت اندیکاتور (جعبه مقوایی) اینسایز مدل 2301-10؛ با محدوده اندازه‌گیری 0-100؛ دقت 0.01 mm.,c36c961238c5d086a07fff0dffc7f781e684db9b124166762933bb66b1d7ede1,"ساعت اندیکاتور (جعبه مقوایی) اینسایز با کد 2301-10 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Jeweled Dial Indicators (Basic Type) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-100.
دقت: 0.01 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",06406c840104e35e9ebb80a0739ed43a169ddb640267f1479781b5d3bbcb3bf3,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.01 mm"", ""measuring_range"": ""0-100""}}",ساعت اندیکاتور اینسایز (Insize) مدل 10-2301,ساعت اندیکاتور (جعبه مقوایی) اینسایز 2301-10,59e50b20ef5b19e34a4ef0e32fddf8429257d8837699ed92a620c2c0ee2524a9,ساعت اندیکاتور (جعبه مقوایی) اینسایز مدل 2301-10 — رنج 0-100 — دقت 0.01 mm,2301-10,ساعت اندیکاتور (جعبه مقوایی),insize.catalog.108A,303,2,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3631,2852-18,بورگیج داخل سیلندر اینسایز (insize) 18-10 میلیمتر مدل 18-2852,گیج داخل سیلندر اینسایز مدل 2852-18,45285d364ebca024e74ba5dd2f4d83a7658f7f06b3e5ac15bf96a510c68fe637,"گیج داخل سیلندر 10 اینسایز مدل 2852-18؛ با محدوده اندازه‌گیری 10-18.5mm؛ تفکیک‌پذیری 0.002mm/0.0001""؛ دقت ±0.012mm.",0aaf42e00ac1f74fb6044eba39a2db2af7bb73ea5f903de6167d844d59bbad88,"گیج داخل سیلندر 10 اینسایز با کد 2852-18 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Attention: Not Suitable Bore Gauges For Small Holes (With Dial Indicator) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 10-18.5mm.
تفکیک‌پذیری: 0.002mm/0.0001"".
درجه‌بندی: 0.01mm (code 2311-3F)              ±0.012mm              0.0.
دقت: 0.01 mm.
درجه حفاظت: IP54.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",8d5383db18328d378767837595f845f2cd688eb9838c2d17899854fa37d002d1,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""IP_rating"": ""IP54"", ""accuracy"": ""0.01 mm"", ""graduation"": ""0.01mm (code 2311-3F)              ±0.012mm              0.0"", ""measuring_range"": ""10-18.5mm"", ""repeatability"": ""2852-10       6-10mm         dial indicator, range 3mm,"", ""resolution"": ""0.002mm/0.0001\""""}}",بورگیج داخل سیلندر اینسایز (insize) 18-10 میلیمتر مدل 18-2852,گیج داخل سیلندر 10 اینسایز 2852-18,45285d364ebca024e74ba5dd2f4d83a7658f7f06b3e5ac15bf96a510c68fe637,"گیج داخل سیلندر 10 اینسایز مدل 2852-18 — رنج 10-18.5mm — دقت 0.01 mm — رزولوشن 0.002mm/0.0001""",2852-18,گیج داخل سیلندر 10,insize.catalog.108A,237,7,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3632,4602-20,فیلر 20 تیغه 10 سانتی متری اینسایز (Insize) مدل 20-4602,فیلر 20تیغ 10سانت ( ) 0.05 ~ اینسایز مدل 4602-20,433c9883010995ed6e6b0262fc10a5940bd194427f5a3b1f6402232e712c32e3,"فیلر 20تیغ 10سانت ( ) 0.05 ~ اینسایز مدل 4602-20؛ با محدوده اندازه‌گیری 0.05-1.00mm؛ دقت ±(3+T/80)μm,.",45bc0c0a8a6a3cafe6d08f4ade60fd2d543b9e8f05aed104ab42e23d22af866e,"فیلر 20تیغ 10سانت ( ) 0.05 ~ اینسایز با کد 4602-20 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0.05-1.00mm.
دقت: ±(3+T/80)μm,.
انطباق اعلام‌شده: DIN2275/grade TC1.
ویژگی مستند در کاتالوگ: Meet DIN2275/grade TC1.
ویژگی مستند در کاتالوگ: Accuracy: ±(3+T/80)μm,.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",bcf28cfc9b44fe734d5d101d4247fc4eef1f00110ff383cfda8720405810abed,"{""authority"": ""official_insize"", ""features"": [""Meet DIN2275/grade TC1"", ""Accuracy: ±(3+T/80)μm,""], ""technical_specs"": {""accuracy"": ""±(3+T/80)μm,"", ""measuring_range"": ""0.05-1.00mm"", ""standard"": ""DIN2275/grade TC1""}}",فیلر 20 تیغه 10 سانتی متری اینسایز (Insize) مدل 20-4602,فیلر 20تیغ 10سانت ( ) 0.05 ~ اینسایز 4602-20,433c9883010995ed6e6b0262fc10a5940bd194427f5a3b1f6402232e712c32e3,"فیلر 20تیغ 10سانت ( ) 0.05 ~ اینسایز مدل 4602-20 — رنج 0.05-1.00mm — دقت ±(3+T/80)μm,",4602-20,فیلر 20تیغ 10سانت ( ) 0.05 ~,insize.catalog.108A,498,5,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3633,1203-1003,کولیس اینسایز (Insize) 10 سانتی متر مدل 1003-1203,کولیس 10 سانتی متر اینسایز مدل 1203-1003,23a3d227a3008f74face6e8572aa5e95feae6e35ca764113f90fcf7189d21dd8,Mini Digital Calipers Attention: اینسایز مدل 1203-1003؛ با محدوده اندازه‌گیری 0-100mm؛ دقت ±0.05mm.,4194ad430c3d730969936d5d930c60df3133264ddc222e74c695e16c013dec37,"Mini Digital Calipers Attention: اینسایز با کد 1203-1003 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Mini Digital Calipers Attention: در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-100mm.
دقت: 0.05 mm.
ویژگی مستند در کاتالوگ: Code          Range        Graduation      Accuracy.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",9e95622e257731136477f0cf5c4c1665de7bf287df594b539b10f3d70ba9acf8,"{""authority"": ""official_insize"", ""features"": [""Code          Range        Graduation      Accuracy""], ""technical_specs"": {""accuracy"": ""0.05 mm"", ""measuring_range"": ""0-100mm""}}",کولیس اینسایز (Insize) 10 سانتی متر مدل 1003-1203,Mini Digital Calipers Attention: اینسایز 1203-1003,23a3d227a3008f74face6e8572aa5e95feae6e35ca764113f90fcf7189d21dd8,Mini Digital Calipers Attention: اینسایز مدل 1203-1003 — رنج 0-100mm — دقت 0.05 mm,1203-1003,Mini Digital Calipers Attention:,insize.catalog.108A,34,5,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3637,2871-10,ضخامت سنج دیجیتال 10-0 میلی متری اینسایز (Insize) مدل 10-2871,ضخامت سنج دیجیتال اینسایز مدل 2871-10,60b8b0f7a153b670c13fdd7cbb765f095062b75c544b349e32e8da109f105aa5,ضخامت سنج دیجیتال اینسایز مدل 2871-10؛ با محدوده اندازه‌گیری 0-10mm/0-0.4؛ دقت ±0.02mm.,acf1aab9f1a8621c846634a1e22aca09e625292f0c7140128dfa2b41f995855a,"ضخامت سنج دیجیتال اینسایز با کد 2871-10 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Data Digital Thickness Gauges در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-10mm/0-0.4.
دقت: 0.01 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",0b9fbb9384ebcfdb1b1bbe42800be12173efc96a80aacde78f8af0b77f97e26f,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.01 mm"", ""measuring_range"": ""0-10mm/0-0.4""}}",ضخامت سنج دیجیتال 10-0 میلی متری اینسایز (Insize) مدل 10-2871,ضخامت سنج دیجیتال اینسایز 2871-10,60b8b0f7a153b670c13fdd7cbb765f095062b75c544b349e32e8da109f105aa5,ضخامت سنج دیجیتال اینسایز مدل 2871-10 — رنج 0-10mm/0-0.4 — دقت 0.01 mm,2871-10,ضخامت سنج دیجیتال,insize.catalog.108A,351,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3658,4621-12,فیلر نواری 5 متری 0.12mm اینسایز (Insize) مدل 12-4621,فیلر نواری 5متری اینسایز مدل 4621-12,4fa536cf5643f648bf6b76346de9f05e04cd93f4506f215a97dc67b3407178e5,فیلر نواری 5متری اینسایز مدل 4621-12؛ با محدوده اندازه‌گیری 4621-75؛ دقت ±5µm.,d8089b2d5ff449942eac04c3830ac5103b696fde9940e0d9e997723370b927d8,"فیلر نواری 5متری اینسایز با کد 4621-12 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-75.
دقت: 0.12 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",d3f3ec043461f5c0f53e1b60b29232629f3a9ad8ef98b41bfdb70f430d898162,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.12 mm"", ""measuring_range"": ""4621-75""}}",فیلر نواری 5 متری 0.12mm اینسایز (Insize) مدل 12-4621,فیلر نواری 5متری اینسایز 4621-12,4fa536cf5643f648bf6b76346de9f05e04cd93f4506f215a97dc67b3407178e5,فیلر نواری 5متری اینسایز مدل 4621-12 — رنج 4621-75 — دقت 0.12 mm,4621-12,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3674,4839-1,گیج جوشکاری اینسایز (Insize) مدل 1-4839,گیج جوش اینسایز مدل 4839-1,058f8631e02380e998141e55e037d811bff22b43efd57cd5c3762def0ecf8427,گیج جوش اینسایز مدل 4839-1؛ با محدوده اندازه‌گیری 0-35mm؛ دقت ±0.5mm.,eeeb0216d1e903f3095b0f88e1c2c24f91723d3638a9a207fa0901e9ea32e541,"گیج جوش اینسایز با کد 4839-1 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Pipe Welding Gauge در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-35mm.
دقت: ±0.5mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",cdca5669a6dcb87a4fed1700cdd151f7319abb9eb6ad83a042f5570b2fc613c1,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""±0.5mm"", ""measuring_range"": ""0-35mm""}}",گیج جوشکاری اینسایز (Insize) مدل 1-4839,گیج جوش اینسایز 4839-1,058f8631e02380e998141e55e037d811bff22b43efd57cd5c3762def0ecf8427,گیج جوش اینسایز مدل 4839-1 — رنج 0-35mm — دقت ±0.5mm,4839-1,گیج جوش,insize.catalog.108A,517,2,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,BLOCKS_CONVERSION,2026-09-07 13:59:21.150469+00
3676,4833-1,گپ سنج 15-08 میلی متری اینسایز (Insize) مدل 1-4833,گپ سنج 0.8 - 15میلیمتر اینسایز مدل 4833-1,3678cc1bb0fca77ada72d928769d7111a8c09cea73b03b895b9f134d18371994,گپ سنج 0.8 - 15میلیمتر اینسایز مدل 4833-1؛ با محدوده اندازه‌گیری 0.8-15mm؛ دقت ±0.05mm.,77e3d747740c766bd3b4b5f7afcd3b79608bf65fbdfb6d73faa4452e1a667460,"گپ سنج 0.8 - 15میلیمتر اینسایز با کد 4833-1 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Taper Slot Gauges در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0.8-15mm.
دقت: ±0.05mm.
ویژگی مستند در کاتالوگ: Measure opening, slot width, hole diameter, etc..
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",fb434bd24b6c78fecf8f65d5f78e642bb74ec15c5313667ef6bf9e5defd2f3be,"{""authority"": ""official_insize"", ""features"": [""Measure opening, slot width, hole diameter, etc.""], ""technical_specs"": {""accuracy"": ""±0.05mm"", ""measuring_range"": ""0.8-15mm""}}",گپ سنج 15-08 میلی متری اینسایز (Insize) مدل 1-4833,گپ سنج 0.8 - 15میلیمتر اینسایز 4833-1,3678cc1bb0fca77ada72d928769d7111a8c09cea73b03b895b9f134d18371994,گپ سنج 0.8 - 15میلیمتر اینسایز مدل 4833-1 — رنج 0.8-15mm — دقت ±0.05mm,4833-1,گپ سنج 0.8 - 15میلیمتر,insize.catalog.108A,509,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
